Edad;Sexoedad;Ano;101;102;103;104;105;106;107;108;109;110;201;202;203;204;205;206;207;208;209;210;211;212;213;214;301;302;303;304;306;307;308;309;401;402;403;404;405;406;407;501;502;503;504;505;506;507;508;509;510;511;512;513;514;601;602;603;604;605;606;607;608;609;610;611;612;613;614;615;616;Sexo;Edad
H45a64(04);H45a64;2004;53;289;58;21;41;113;6;472;363;64;826;227;215;293;154;671;150;3;0;205;164;373;735;106;33;409;3352;449;251;1346;6;259;0;0;0;0;0;0;0;1069;14;237;11;4;103;11;29;5;244;315;2769;10;300;944;97;8;214;677;4;29;166;79;528;608;391;8;0;13;233;Hombre;45a64
M45a64(04);M45a64;2004;49;93;37;9;35;110;2;90;268;37;462;246;172;393;170;405;40;932;910;0;345;373;705;100;65;343;1810;393;193;1385;10;198;0;0;0;0;0;0;0;268;5;41;0;0;11;11;6;8;55;49;291;1;59;1007;63;3;180;508;2;20;125;75;198;525;328;0;11;22;299;Mujer;45a64
H65(04);H65;2004;190;358;41;11;59;295;2;57;1590;97;1518;410;551;571;263;1393;251;12;0;2014;319;506;1130;191;55;2181;9770;1233;1449;4464;120;807;0;0;0;0;0;0;0;665;0;281;0;3;43;17;12;14;192;177;453;3;228;2018;473;11;319;4519;4;136;511;296;568;1842;1325;122;0;9;720;Hombre;65
M65(04);M65;2004;233;168;25;16;42;370;1;7;1750;76;1146;573;436;948;368;907;100;613;786;0;462;472;1236;221;70;2493;8803;1483;1456;5643;140;662;0;0;0;0;0;0;0;268;1;137;2;0;10;2;5;17;95;23;60;0;143;3108;548;26;325;3691;10;147;562;348;399;2013;1195;0;0;5;1117;Mujer;65
H1(05);H1;2005;233;5;10;11;76;105;10;13;450;27;0;0;0;0;0;0;0;0;0;0;0;6;5;10;0;0;2;25;11;19;0;1;65;271;89;1650;551;15;689;9;0;7;0;0;5;5;2;0;139;0;25;0;20;2;226;0;53;7;2;43;66;7;4;46;24;0;0;1224;57;Hombre;1
M1(05);M1;2005;156;3;7;19;68;79;8;7;363;23;0;0;0;1;0;0;1;0;0;0;0;8;5;11;0;0;0;31;7;7;0;1;69;188;67;1210;433;12;486;7;1;2;1;0;13;1;0;2;107;0;20;0;12;0;195;0;49;6;1;44;42;9;4;43;18;0;0;966;46;Mujer;1
H1a4(05);H1a4;2005;99;7;8;1;19;21;0;9;135;21;0;0;0;1;0;1;0;0;0;0;5;45;22;11;0;1;0;13;3;15;0;1;0;0;0;0;0;0;1;83;2;26;0;2;112;10;8;0;85;0;23;0;43;1;116;0;55;15;1;21;41;15;9;31;25;0;0;115;27;Hombre;1a4
M1a4(05);M1a4;2005;93;11;11;0;20;22;0;11;144;17;0;0;1;3;0;0;1;0;0;0;4;41;23;8;0;0;0;18;10;14;0;2;0;0;0;0;0;0;0;56;1;6;0;3;66;19;7;0;79;0;23;0;24;4;109;0;51;18;0;22;22;6;3;20;14;0;0;91;28;Mujer;1a4
H5a14(05);H5a14;2005;21;12;9;4;26;23;0;9;65;22;1;2;1;3;0;4;1;0;0;0;4;129;69;11;4;4;3;26;6;24;0;3;0;0;0;0;0;0;0;228;0;31;1;8;137;6;2;0;108;52;127;0;48;7;22;0;97;4;2;13;13;15;4;27;22;0;0;50;51;Hombre;5a14
M5a14(05);M5a14;2005;12;9;16;2;20;15;0;5;50;14;0;0;2;2;0;8;0;0;1;0;8;96;54;12;5;4;4;24;13;27;1;1;0;0;0;0;0;0;0;117;2;15;1;0;52;4;3;1;51;28;67;2;18;5;23;0;69;7;1;4;21;9;8;24;27;0;5;45;48;Mujer;5a14
H15a44(05);H15a44;2005;36;141;63;8;82;100;2;1283;264;83;222;62;58;65;31;116;28;0;0;11;87;378;327;66;17;59;617;247;78;337;6;80;0;0;0;0;0;0;0;2791;46;299;30;64;417;37;53;6;642;1115;13911;656;803;151;72;9;342;72;5;31;116;56;127;234;165;0;0;62;183;Hombre;15a44
M15a44(05);M15a44;2005;23;93;34;5;41;84;0;348;206;50;185;87;46;73;30;84;11;271;452;0;114;305;337;61;42;54;307;206;67;361;0;52;0;0;0;0;0;0;0;565;14;15;0;6;45;10;14;9;110;369;1228;50;147;131;48;4;236;71;3;24;97;32;59;194;202;0;492;59;391;Mujer;15a44
H45a64(05);H45a64;2005;31;264;53;13;58;133;3;461;427;86;884;208;241;299;151;669;129;9;0;238;189;423;711;115;27;329;3520;487;273;1367;6;290;0;0;0;0;0;0;0;1032;18;262;4;12;88;9;17;7;290;314;2339;28;304;885;106;1;240;666;5;44;216;81;534;620;384;8;0;14;251;Hombre;45a64
M45a64(05);M45a64;2005;56;84;21;5;28;107;0;83;305;59;450;245;176;417;157;414;36;899;887;0;372;334;680;99;50;297;1800;415;199;1297;3;186;0;0;0;0;0;0;0;281;2;31;0;0;9;5;4;11;72;55;200;1;57;958;59;4;187;465;4;24;161;74;253;488;320;0;6;13;337;Mujer;45a64
H65(05);H65;2005;153;314;38;21;48;375;3;54;1996;104;1621;423;518;565;304;1463;273;8;0;2016;337;552;1260;215;28;1991;10610;1302;1428;4579;42;845;0;0;0;0;0;0;0;615;2;289;1;1;50;9;11;9;227;157;368;1;272;2089;390;12;356;4770;9;163;628;319;617;1873;1535;126;0;4;925;Hombre;65
M65(05);M65;2005;216;159;35;5;56;404;1;11;2211;74;1176;545;385;865;375;930;95;683;781;0;519;521;1287;234;64;2411;9389;1562;1551;5746;58;684;0;0;0;0;0;0;0;237;1;150;0;0;11;5;4;19;136;13;62;0;150;3016;505;32;369;3843;7;186;635;371;408;2038;1368;0;0;4;1380;Mujer;65
H1(06);H1;2006;197;4;10;7;70;94;10;12;443;31;0;0;0;1;0;0;0;0;0;0;0;7;5;6;0;0;2;41;5;22;0;3;89;275;74;1449;491;15;708;12;0;7;0;0;14;3;2;1;168;0;21;0;12;1;182;0;60;20;1;20;84;18;4;66;44;0;0;1248;51;Hombre;1
M1(06);M1;2006;136;7;8;10;53;72;6;8;360;20;0;0;0;0;0;0;0;0;0;0;3;4;3;5;0;0;1;21;5;9;0;0;58;236;68;1067;345;21;476;11;0;4;0;0;9;4;3;1;127;0;22;0;13;0;192;0;42;10;0;13;51;15;2;41;18;0;0;1042;45;Mujer;1
H1a4(06);H1a4;2006;94;10;10;0;35;18;0;7;161;18;1;1;1;4;0;0;0;0;0;0;2;42;31;5;1;0;0;17;8;9;0;3;0;0;0;1;0;0;1;67;1;20;3;0;121;16;6;0;92;0;16;0;29;0;78;0;66;13;1;7;32;16;7;26;20;0;0;94;35;Hombre;1a4
M1a4(06);M1a4;2006;73;10;9;0;19;24;0;7;158;13;0;0;0;3;0;0;1;0;0;0;7;36;26;6;0;1;1;26;8;8;0;0;0;1;0;1;0;0;0;65;1;8;0;1;75;8;5;1;67;0;25;0;22;1;92;0;58;12;2;7;17;6;3;23;14;0;0;106;27;Mujer;1a4
H5a14(06);H5a14;2006;19;5;23;5;20;23;0;7;85;21;2;2;0;4;0;8;1;0;0;0;5;131;47;16;2;3;7;30;7;16;0;5;0;0;0;0;0;0;0;248;3;17;0;10;144;12;5;1;106;46;141;4;36;5;20;0;84;14;2;6;20;19;4;30;16;0;0;42;55;Hombre;5a14
M5a14(06);M5a14;2006;13;6;12;2;19;16;0;4;71;16;0;1;0;2;0;7;2;0;1;0;8;95;50;18;0;2;3;30;5;26;0;6;0;0;0;1;0;0;0;103;4;14;0;0;52;8;2;0;65;40;52;3;27;4;17;0;73;7;0;5;22;12;6;17;24;0;5;45;59;Mujer;5a14
H15a44(06);H15a44;2006;39;159;65;14;66;67;1;1198;280;77;194;83;62;55;30;106;23;0;0;13;88;384;326;78;25;48;604;252;73;385;0;62;0;0;0;0;0;0;0;2920;57;316;24;40;414;47;51;9;640;1177;13310;688;864;119;70;2;387;68;3;19;139;50;137;241;153;0;0;57;233;Hombre;15a44
M15a44(06);M15a44;2006;21;91;24;6;37;60;0;347;223;57;170;85;45;57;18;92;12;329;385;0;115;267;342;78;40;48;280;206;48;325;0;50;0;0;0;0;0;0;0;660;7;15;1;5;47;15;8;12;94;346;1051;43;130;122;51;4;238;71;8;13;93;42;58;214;162;0;507;53;436;Mujer;15a44
H45a64(06);H45a64;2006;36;259;52;12;47;104;4;542;465;81;889;225;266;348;177;658;140;10;0;213;157;407;779;157;38;313;3577;519;261;1429;9;280;0;0;0;0;0;0;1;1094;26;253;8;4;90;17;27;8;285;323;2352;36;286;800;101;5;260;701;5;34;237;116;571;679;491;5;0;16;261;Hombre;45a64
M45a64(06);M45a64;2006;46;81;39;5;36;80;2;121;301;46;513;285;190;379;170;426;45;914;844;0;391;365;642;192;67;303;1958;392;214;1360;10;167;0;0;0;0;0;0;0;246;2;32;0;0;14;10;5;16;67;55;191;1;57;911;56;1;188;481;3;25;175;72;206;540;388;0;7;22;362;Mujer;45a64
H65(06);H65;2006;175;318;41;14;56;305;1;71;2001;89;1610;516;539;628;319;1531;231;9;0;1968;314;583;1186;285;44;2158;10647;1352;1694;4687;78;915;0;0;0;0;0;0;0;627;2;311;3;1;64;14;5;20;253;171;323;6;248;2163;457;18;386;4825;7;117;687;386;617;2014;1693;157;0;9;1011;Hombre;65
M65(06);M65;2006;212;142;23;11;38;348;0;8;2204;100;1163;544;427;904;397;973;87;667;792;0;503;511;1374;298;59;2573;9622;1524;1772;5961;99;765;0;0;0;0;0;0;0;234;1;179;0;0;17;11;2;30;179;19;52;0;140;3057;529;15;425;3954;7;131;683;398;439;2174;1618;0;0;7;1507;Mujer;65
H1(07);H1;2007;182;6;13;5;52;71;8;12;445;34;0;0;0;1;0;0;0;0;0;0;0;10;4;5;0;0;0;34;8;15;0;0;106;323;70;1441;535;17;682;12;0;4;0;0;5;2;0;0;151;0;11;0;18;0;166;0;67;13;1;10;85;19;6;48;33;0;0;1252;63;Hombre;1
M1(07);M1;2007;162;3;7;7;36;80;6;6;317;27;1;0;0;0;0;0;1;0;0;0;0;6;7;10;0;0;1;28;6;5;0;1;71;225;49;968;405;8;514;12;1;4;0;0;10;4;0;0;127;0;16;0;19;0;133;0;47;5;2;13;66;18;5;34;17;0;0;1047;49;Mujer;1
H1a4(07);H1a4;2007;82;6;12;2;21;21;0;11;140;17;0;0;4;1;0;2;0;0;0;0;4;49;28;7;2;1;0;21;7;7;0;0;0;0;0;1;0;0;2;54;3;21;0;0;124;11;10;1;86;1;27;0;40;3;64;0;57;18;0;6;26;13;3;22;13;0;0;102;30;Hombre;1a4
M1a4(07);M1a4;2007;80;5;12;0;19;26;0;6;130;17;0;0;0;2;0;0;0;0;0;0;8;37;27;6;0;0;0;19;2;14;0;0;0;0;1;3;1;1;3;46;2;12;1;1;64;9;6;0;62;0;23;0;21;1;56;0;62;16;1;5;19;4;4;21;20;0;0;97;32;Mujer;1a4
H5a14(07);H5a14;2007;10;6;19;2;18;22;0;7;71;10;2;1;0;4;0;5;0;0;0;0;10;134;68;28;6;5;2;26;6;22;0;2;0;0;0;0;0;0;0;203;4;35;5;7;124;17;4;0;82;37;130;1;50;4;21;1;106;7;2;1;13;11;4;23;13;0;0;37;44;Hombre;5a14
M5a14(07);M5a14;2007;14;11;12;2;11;18;0;9;60;25;2;0;2;2;0;3;0;0;1;0;10;75;53;22;0;3;3;24;4;17;0;4;0;0;0;1;0;0;0;100;4;11;0;0;50;6;3;1;40;41;63;1;24;8;16;0;74;1;0;5;14;13;2;22;20;0;7;37;49;Mujer;5a14
H15a44(07);H15a44;2007;28;155;45;13;52;73;2;1264;300;89;197;74;51;64;25;87;31;1;0;12;87;389;386;97;19;47;580;258;61;339;2;68;0;0;0;1;0;0;0;3178;55;305;25;46;399;37;60;5;653;1193;13087;633;770;127;63;5;376;86;4;32;124;61;126;258;173;3;0;62;223;Hombre;15a44
M15a44(07);M15a44;2007;28;106;26;5;28;49;0;428;178;48;178;79;46;54;28;68;10;321;380;0;121;278;320;94;30;50;261;188;46;363;1;56;0;0;0;1;0;0;0;631;10;22;0;3;51;16;14;5;81;360;1055;46;127;147;40;7;240;74;3;10;92;38;43;224;168;0;484;48;405;Mujer;15a44
H45a64(07);H45a64;2007;61;310;54;24;61;106;3;534;446;90;962;225;235;294;174;670;109;3;0;228;147;405;772;161;32;316;3627;498;260;1362;9;252;0;0;0;0;0;0;0;1145;12;287;11;11;91;10;26;11;271;323;2203;43;323;790;89;4;246;641;5;25;230;110;534;682;414;12;0;21;289;Hombre;45a64
M45a64(07);M45a64;2007;49;90;26;9;30;111;1;113;282;61;475;266;192;396;180;401;33;1008;850;0;429;386;720;168;58;268;1757;434;195;1329;7;221;0;0;0;0;0;0;0;273;3;45;0;1;15;5;4;16;45;49;194;0;51;859;58;7;202;443;1;15;140;87;233;500;375;0;12;21;392;Mujer;45a64
H65(07);H65;2007;186;340;46;17;68;286;2;81;1911;86;1708;507;596;621;320;1585;246;10;0;2158;372;602;1273;314;48;2159;10808;1363;1449;4742;76;909;0;0;0;0;0;0;0;725;5;299;6;2;57;23;7;14;259;187;352;1;230;2142;402;14;391;4872;10;134;624;373;590;2058;1837;167;0;10;1055;Hombre;65
M65(07);M65;2007;273;161;35;9;26;346;2;10;2127;98;1198;654;426;904;441;996;108;782;803;0;511;573;1397;350;62;2517;9986;1624;1665;5844;100;786;0;0;0;0;0;0;0;225;0;148;0;0;12;9;3;24;183;7;54;1;141;3035;452;12;421;4250;5;114;663;410;472;2282;1727;0;0;9;1640;Mujer;65
H1(08);H1;2008;141;8;9;6;43;79;6;2;415;24;0;0;1;0;0;0;1;0;0;0;1;7;6;3;0;0;0;18;9;8;0;0;111;309;83;1512;452;14;620;13;1;2;0;0;6;4;1;0;121;0;14;0;20;0;178;0;58;11;1;18;92;20;3;38;42;0;0;1332;40;Hombre;1
M1(08);M1;2008;91;4;8;9;39;61;4;4;279;17;0;0;0;1;0;0;0;0;0;0;2;10;3;11;0;1;0;24;9;4;0;0;80;229;74;1056;316;9;473;6;0;1;0;0;7;5;1;0;97;0;13;0;25;0;163;0;36;7;0;9;69;10;5;31;21;0;0;1074;28;Mujer;1
H1a4(08);H1a4;2008;60;11;6;1;29;23;0;6;104;22;0;0;2;2;0;0;0;0;0;0;7;47;25;10;0;0;0;15;3;5;0;1;0;0;0;0;0;0;0;54;1;17;0;1;113;11;6;0;72;0;18;0;47;0;88;0;66;23;0;6;30;11;3;19;20;0;0;118;30;Hombre;1a4
M1a4(08);M1a4;2008;54;10;9;0;8;19;0;7;85;21;0;0;0;2;0;0;0;0;0;0;4;36;20;6;0;0;0;15;3;10;0;1;0;0;0;1;0;0;0;53;0;11;0;1;71;5;6;0;64;0;18;0;35;1;73;1;59;12;0;7;31;8;6;10;11;0;0;107;22;Mujer;1a4
H5a14(08);H5a14;2008;21;4;12;2;12;18;0;2;59;16;1;1;0;4;0;5;3;0;0;0;4;116;61;25;4;0;5;27;4;25;0;1;0;0;0;0;0;0;0;191;2;30;7;7;109;7;4;0;84;47;135;2;48;4;16;0;105;10;0;3;21;19;1;34;14;0;0;54;32;Hombre;5a14
M5a14(08);M5a14;2008;8;6;15;2;6;15;0;4;43;15;0;0;2;4;1;4;0;0;1;0;11;83;47;12;1;0;2;15;6;12;0;4;0;0;0;0;0;0;0;88;0;10;0;1;55;5;2;1;34;43;61;0;21;4;11;0;84;6;0;3;20;15;1;16;24;0;9;56;45;Mujer;5a14
H15a44(08);H15a44;2008;38;184;28;11;61;53;3;1,222;268;85;165;63;57;58;30;101;23;2;0;11;76;421;356;105;20;44;573;179;62;318;0;64;0;0;0;0;0;0;0;3183;28;296;23;26;428;18;69;12;655;1187;12,446;331;878;156;59;4;388;66;5;25;109;55;133;222;166;1;0;97;213;Hombre;15a44
M15a44(08);M15a44;2008;22;95;27;4;37;46;1;384;211;56;201;101;64;71;21;58;11;306;413;0;114;269;339;103;24;34;268;150;41;337;0;50;0;0;0;0;0;0;0;602;6;27;0;2;54;11;16;16;80;337;1,011;26;147;135;34;4;258;51;3;20;83;58;52;235;137;0;416;79;410;Mujer;15a44
H45a64(08);H45a64;2008;43;298;50;18;51;109;5;565;431;93;884;252;293;314;201;697;118;2;0;258;179;439;725;210;45;344;3724;398;217;1279;3;268;0;0;0;0;0;0;0;1096;16;305;14;5;100;16;28;12;267;365;2,165;14;389;875;112;9;255;732;4;36;194;113;588;740;453;6;0;23;282;Hombre;45a64
M45a64(08);M45a64;2008;41;79;34;8;32;82;1;111;297;58;510;283;218;393;179;408;41;1,013;863;0;378;354;705;190;65;277;1945;398;170;1373;1;191;0;0;0;0;0;0;0;278;1;32;0;1;13;9;4;10;68;57;198;0;83;924;59;6;224;423;2;20;162;89;250;499;405;0;6;28;403;Mujer;45a64
H65(08);H65;2008;141;318;58;6;60;308;4;73;1836;98;1676;488;560;623;322;1,538;262;8;0;2,185;355;630;1283;388;53;2,237;11577;1,235;1,286;4896;39;947;0;0;0;0;0;0;0;659;3;336;4;1;64;11;5;20;239;173;374;2;339;2140;471;33;459;5385;6;143;619;425;597;2208;2,036;125;0;18;1,083;Hombre;65
M65(08);M65;2008;207;145;42;9;34;345;4;8;1862;112;1111;678;451;990;491;1,030;108;749;842;0;572;584;1329;454;92;2,779;10576;1,444;1,308;6169;55;785;0;0;0;0;0;0;0;240;1;212;0;0;8;12;2;29;139;11;63;0;177;3098;582;26;542;4743;6;169;692;468;511;2433;1,849;0;0;24;1,716;Mujer;65
H1(09);H1;2009;141;2;5;6;42;56;11;6;332;15;0;0;0;1;0;0;0;0;0;0;2;8;4;15;2;0;8;48;5;16;0;1;90;244;60;1,356;398;21;544;11;0;4;0;0;7;1;0;1;101;0;17;0;37;2;136;1;64;13;1;12;66;26;3;53;26;0;0;1,119;59;Hombre;1
M1(09);M1;2009;91;4;6;5;28;55;3;9;260;17;0;0;0;1;0;0;0;0;0;0;0;6;7;7;1;0;4;43;9;19;0;2;65;224;44;991;314;14;391;11;0;4;0;1;2;3;1;0;71;0;9;0;21;1;132;0;43;6;1;12;63;16;4;33;18;0;0;951;58;Mujer;1
H1a4(09);H1a4;2009;60;8;3;1;23;17;0;4;120;17;0;0;0;2;0;1;0;0;0;0;6;41;33;15;0;1;4;20;4;11;0;2;0;0;0;3;0;0;2;82;0;15;1;1;103;15;4;0;51;0;25;1;41;0;45;1;60;14;1;5;22;6;3;23;10;0;0;103;36;Hombre;1a4
M1a4(09);M1a4;2009;54;8;12;0;16;12;1;7;106;15;0;0;2;0;0;1;1;0;0;0;4;30;34;6;0;1;2;20;7;12;0;1;0;0;0;6;0;1;2;31;2;10;0;1;60;5;4;0;41;0;18;0;20;1;79;0;72;11;0;7;21;7;5;20;17;0;0;86;29;Mujer;1a4
H5a14(09);H5a14;2009;21;11;16;5;11;10;0;3;57;12;0;2;0;2;1;2;0;0;0;0;8;132;79;31;0;1;12;20;4;33;0;2;0;0;0;3;0;1;0;185;2;25;2;2;111;8;5;0;66;54;140;0;51;2;13;0;115;10;0;8;21;9;6;21;23;0;0;49;46;Hombre;5a14
M5a14(09);M5a14;2009;8;6;9;0;14;17;0;6;49;9;0;1;0;4;0;4;2;0;0;0;7;98;63;26;1;0;6;17;8;11;0;1;0;0;0;2;0;2;0;78;0;7;2;2;55;2;3;2;28;32;67;0;34;5;20;0;71;3;2;4;15;14;4;15;17;0;4;45;51;Mujer;5a14
H15a44(09);H15a44;2009;38;139;31;12;59;47;0;1,155;383;85;185;78;70;43;28;66;27;0;0;8;88;397;341;144;12;50;601;237;60;326;0;57;0;0;0;10;0;0;0;3,093;15;297;24;26;391;44;46;10;558;1,202;14,731;279;854;140;62;8;376;76;3;23;143;65;108;235;161;0;0;88;209;Hombre;15a44
M15a44(09);M15a44;2009;22;97;14;4;31;39;1;365;274;44;184;92;54;65;21;58;13;341;395;0;113;296;312;148;19;47;222;156;44;325;0;56;0;0;0;3;0;0;1;667;3;26;0;1;45;8;8;13;74;328;1,183;39;155;150;49;3;244;54;5;8;82;44;48;211;139;0;488;70;425;Mujer;15a44
H45a64(09);H45a64;2009;43;263;53;11;52;95;3;552;503;87;879;292;265;292;223;714;111;1;0;237;206;429;753;265;12;368;3,600;526;235;1,333;3;260;0;0;0;1;0;0;0;1,162;8;314;13;7;93;10;16;8;276;373;2,408;6;379;743;96;8;297;663;4;35;227;129;522;711;425;11;0;32;328;Hombre;45a64
M45a64(09);M45a64;2009;41;95;31;5;31;61;1;134;340;55;510;319;209;428;202;425;38;1,070;884;0;439;405;685;293;33;246;1,848;428;145;1,277;4;155;0;0;0;1;0;0;0;271;1;29;0;1;6;7;2;13;57;69;253;0;63;829;52;4;217;450;9;16;140;86;240;563;380;0;6;34;459;Mujer;45a64
H65(09);H65;2009;141;307;59;4;58;275;2;76;1,957;116;1,633;539;578;632;328;1,569;270;8;0;2,173;373;660;1,409;510;18;2,304;11,094;1,338;1,277;4,597;39;880;0;0;0;1;0;0;0;725;2;325;4;2;38;14;11;19;209;174;407;1;290;1,852;464;46;503;5,040;7;158;726;430;619;2,141;1,881;142;0;9;1,131;Hombre;65
M65(09);M65;2009;207;147;36;3;36;336;2;20;2,065;99;1,059;690;433;910;481;1,046;110;829;803;0;559;591;1,470;556;46;2,631;10,130;1,636;1,419;5,901;36;793;0;0;0;0;0;0;0;240;0;219;0;0;8;5;2;24;132;19;80;0;174;2,742;515;52;551;4,233;8;176;682;481;514;2,464;1,756;0;1;22;1,815;Mujer;65
H1(10);H1;2010;89;5;12;2;39;47;15;4;289;15;0;0;0;1;0;0;0;0;0;0;0;5;6;11;0;0;0;38;11;13;0;3;76;186;101;1,023;305;18;501;8;0;3;0;0;4;3;1;1;76;0;18;0;34;2;127;0;62;7;0;13;56;16;3;49;32;0;0;1,195;37;Hombre;1
M1(10);M1;2010;61;0;14;2;25;37;5;11;199;18;0;0;0;2;0;0;0;0;0;0;1;6;2;15;0;0;0;27;8;10;0;1;84;160;85;783;231;7;381;8;0;6;0;0;5;3;1;2;62;0;11;0;20;0;103;0;47;7;0;4;40;9;2;22;14;0;0;899;43;Mujer;1
H1a4(10);H1a4;2010;45;5;12;1;16;10;0;3;114;13;0;0;0;5;0;0;0;0;0;0;6;40;21;14;0;0;0;23;9;6;0;0;0;0;0;1;0;0;0;42;1;16;0;1;107;6;3;0;57;0;15;0;32;1;59;0;66;12;2;4;38;7;1;20;13;0;0;97;39;Hombre;1a4
M1a4(10);M1a4;2010;30;3;20;0;7;17;0;3;104;15;1;0;0;1;0;2;0;0;0;0;4;24;23;21;0;0;0;21;8;13;0;3;1;0;0;0;0;1;3;36;0;11;0;0;66;3;2;0;56;0;15;0;26;0;59;0;72;9;1;2;26;3;2;18;10;0;0;76;24;Mujer;1a4
H5a14(10);H5a14;2010;20;10;18;3;6;14;0;5;60;17;1;0;1;1;1;2;1;0;0;0;4;120;68;35;1;3;5;15;9;27;0;0;0;0;0;4;0;0;0;145;2;22;2;3;113;7;0;0;67;41;172;1;63;2;16;3;114;10;1;1;13;13;0;25;20;0;0;38;45;Hombre;5a14
M5a14(10);M5a14;2010;10;9;20;1;15;6;0;3;54;7;1;0;0;0;0;1;1;0;0;0;5;84;62;26;1;1;3;34;5;11;0;0;0;0;0;1;0;0;0;84;2;13;2;2;52;4;3;2;32;39;77;1;35;0;12;0;88;5;2;0;14;5;3;13;11;0;7;49;67;Mujer;5a14
H15a44(10);H15a44;2010;27;141;53;8;60;54;2;1,156;355;83;203;91;61;37;29;86;22;0;0;12;92;380;302;144;21;53;555;188;51;285;1;72;0;0;0;4;0;0;0;2,920;42;262;26;31;412;21;63;4;669;1,159;13,718;227;944;125;44;7;383;52;3;24;123;76;138;256;151;0;0;100;241;Hombre;15a44
M15a44(10);M15a44;2010;16;74;36;1;41;29;0;403;229;36;205;84;60;62;23;58;13;356;393;0;109;267;301;153;29;41;245;157;56;297;0;55;0;0;0;2;0;0;0;562;12;28;2;1;37;13;19;9;76;299;1,135;31;149;121;52;6;218;50;4;7;84;57;46;204;138;0;444;66;445;Mujer;15a44
H45a64(10);H45a64;2010;45;242;78;11;38;76;5;600;552;81;907;299;275;332;217;712;120;7;0;261;190;476;752;311;34;420;3,839;490;223;1,276;4;262;0;0;0;0;0;0;0;1,077;11;283;10;5;94;11;32;5;317;355;2,323;6;350;797;121;13;312;663;6;39;250;140;618;703;455;13;0;36;380;Hombre;45a64
M45a64(10);M45a64;2010;40;83;43;3;28;70;0;138;391;50;451;335;226;396;195;462;38;1,155;907;0;437;410;780;350;39;316;1,867;383;188;1,288;0;176;0;0;0;0;0;0;0;232;4;34;1;0;10;4;3;9;63;47;215;0;73;913;80;4;251;427;4;14;198;108;237;560;440;0;23;40;525;Mujer;45a64
H65(10);H65;2010;136;257;77;10;43;256;6;82;2,105;103;1,693;588;551;681;369;1,574;244;8;0;2,170;388;717;1,351;607;36;2,564;11,841;1,363;1,209;4,605;29;826;0;0;0;0;0;0;0;628;3;332;1;4;51;11;7;6;179;155;345;0;345;1,946;530;58;607;5,212;6;178;859;443;664;2,273;2,040;162;0;31;1,311;Hombre;65
M65(10);M65;2010;196;139;57;9;25;315;2;18;2,286;109;1,058;731;445;975;472;1,089;83;878;799;0;584;666;1,434;651;71;2,948;10,970;1,667;1,305;5,804;33;737;0;0;0;0;0;0;0;249;1;204;0;0;9;2;1;5;118;12;60;0;182;2,937;608;74;667;4,757;9;223;867;476;485;2,523;1,902;0;0;36;2,071;Mujer;65
H1(11);H1;2011;62;3;5;10;22;41;7;5;301;21;0;0;0;0;0;0;1;0;0;0;0;5;1;13;0;0;0;21;11;9;0;1;73;179;97;1,024;419;12;571;7;1;4;0;0;11;2;1;0;73;0;13;0;24;2;93;0;35;8;0;7;54;15;4;36;19;0;0;1,064;39;Hombre;1
M1(11);M1;2011;35;2;3;5;25;39;7;4;204;16;0;0;0;1;0;0;0;0;0;0;1;6;2;11;1;0;0;23;8;8;0;0;48;144;81;805;311;8;384;5;0;2;0;0;4;0;0;0;67;0;11;0;11;2;87;0;35;5;0;4;42;9;2;28;16;0;0;939;35;Mujer;1
H1a4(11);H1a4;2011;35;5;4;0;16;12;1;7;104;12;0;0;0;4;0;1;0;0;0;0;3;33;25;16;0;0;0;14;9;7;0;0;0;0;0;4;0;0;3;46;1;12;0;1;88;4;3;0;47;0;22;0;37;0;51;0;57;6;2;0;18;7;2;19;15;0;0;84;24;Hombre;1a4
M1a4(11);M1a4;2011;28;4;8;1;8;10;0;0;74;15;0;0;1;2;0;1;0;0;0;0;0;28;25;14;0;0;0;16;2;9;0;0;0;0;0;3;0;0;1;30;1;8;1;0;52;1;7;0;52;1;13;0;23;0;57;0;64;5;1;2;18;10;1;24;8;0;0;89;29;Mujer;1a4
H5a14(11);H5a14;2011;6;4;11;0;11;17;0;5;40;15;1;2;0;0;0;2;2;0;0;0;5;127;61;24;2;3;11;24;5;20;0;3;0;0;0;2;0;0;0;146;3;19;5;3;113;6;2;0;80;41;138;0;47;0;14;1;114;3;2;3;10;16;2;24;13;0;0;40;43;Hombre;5a14
M5a14(11);M5a14;2011;10;4;5;1;5;11;0;4;37;7;0;0;2;2;0;4;1;0;0;0;7;91;65;29;2;2;5;14;6;15;0;1;0;0;0;3;0;0;0;92;0;7;2;0;30;4;1;0;42;34;53;2;30;2;11;0;79;6;2;2;13;13;3;18;16;0;12;32;37;Mujer;5a14
H15a44(11);H15a44;2011;22;129;32;5;55;48;5;1,100;256;57;206;77;58;55;38;68;20;1;0;8;95;401;314;153;19;44;515;187;74;319;0;66;0;0;0;0;0;0;0;2,826;35;231;37;26;372;22;76;6;594;1,110;12,488;229;828;116;39;12;369;59;4;20;137;85;89;220;140;0;0;68;227;Hombre;15a44
